vid,name,authority,field_authority_link,lat,long
city_section,Exchange District,wikidata,https://www.wikidata.org/wiki/Q5419566,49.8985,-97.1403
city_section,Exhibition Place,wikidata,https://www.wikidata.org/wiki/Q1383752,43.63277778,-79.41611111
city_section,Forest Hill,geonames,http://sws.geonames.org/5955534,43.69711,-79.40839
city_section,Fort Garry,geonames,http://sws.geonames.org/5955828,49.8414,-97.15065
city_section,Fort Rouge,geonames,http://sws.geonames.org/5955943,49.8667,-97.15064
city_section,Fort Whyte,geonames,http://sws.geonames.org/5956015,49.8111,-97.19955
city_section,Fort York,geonames,http://sws.geonames.org/7870912,43.63667,-79.40004
city_section,Galt,geonames,http://sws.geonames.org/5959212,43.35583,-80.31056
city_section,Glendon College,wikidata,https://www.wikidata.org/wiki/Q2493808,43.7275,-79.3785
city_section,Hampstead,geonames,http://sws.geonames.org/2647553,51.55744,-0.18213
city_section,Harbord Village,geonames,http://sws.geonames.org/7870800,43.66185,-79.40583
city_section,Harrow,geonames,http://sws.geonames.org/3333151,51.56667,-0.33333
city_section,Highgate,geonames,http://sws.geonames.org/5974871,42.50009,-81.81647
city_section,Humber Bay,geonames,http://sws.geonames.org/5978382,43.63611,-79.49111
city_section,Inn on the Park,wikidata,https://www.wikidata.org/wiki/Q6035134,43.7195,-79.3493
city_section,Innis Lake,geonames,http://sws.geonames.org/5983439,43.86917,-79.84528
city_section,Invermara Bay,geonames,http://sws.geonames.org/5983621,44.60011,-79.38292
city_section,Keble College,wikidata,https://www.wikidata.org/wiki/Q1276338,51.7589,-1.25771
city_section,Keele Campus,wikidata,https://www.wikidata.org/wiki/Q6382764,43.7731,-79.5036
city_section,Kensington Market,geonames,http://sws.geonames.org/7870802,43.65508,-79.4027
city_section,Kleinburg,geonames,http://sws.geonames.org/5993333,43.84428,-79.62908
city_section,Lambeth Palace,geonames,http://sws.geonames.org/6288052,51.49567,-0.11988
city_section,Lansdowne Theatre,wikidata,https://www.wikidata.org/wiki/Q38371477,43.6588763,-79.4428914
city_section,Leaside,geonames,http://sws.geonames.org/6051174,43.7079,-79.36794
city_section,Leslieville,geonames,http://sws.geonames.org/7870854,43.66883,-79.3267
city_section,Liberty Village,geonames,http://sws.geonames.org/7870915,43.6375,-79.42356
city_section,Limberlost Lodge,geonames,http://sws.geonames.org/6054090,45.39861,-79.00111
city_section,Little Italy,geonames,http://sws.geonames.org/7870916,43.65694,-79.41566
city_section,Long Branch,geonames,http://sws.geonames.org/7871302,43.5914,-79.53252
city_section,Lower Fort Garry,geonames,http://sws.geonames.org/6061209,50.1122,-96.93252
city_section,Maple Leaf Gardens,wikidata,https://www.wikidata.org/wiki/Q1814534,43.66222222,-79.38027778
city_section,Metro Hall,wikidata,https://www.wikidata.org/wiki/Q1777464,43.6461,-79.3883
city_section,Moss Park Armoury,wikidata,https://www.wikidata.org/wiki/Q6916591,43.6546,-79.3729
city_section,Nathan Phillips Square,geonames,http://sws.geonames.org/8014952,43.6523,-79.38345
city_section,Nobleton,geonames,http://sws.geonames.org/6088775,43.90086,-79.65191
city_section,North End,wikidata,https://www.wikidata.org/wiki/Q17012771,49.913629,-97.145739
city_section,Sony Centre for the Performing Arts,wikidata,https://www.wikidata.org/wiki/Q2302468,43.646723,-79.376109
city_section,Odeon Theatre Toronto,wikidata,https://www.wikidata.org/wiki/Q24191937,43.6613789,-79.3817983
city_section,Old Toronto,geonames,http://sws.geonames.org/8436019,43.64999,-79.38206
city_section,Ontario Science Centre,geonames,http://sws.geonames.org/6954880,43.71636,-79.3387
city_section,Ontario Place,wikidata,https://www.wikidata.org/wiki/Q935388,43.628993,-79.415048
city_section,Pefferlaw,geonames,http://sws.geonames.org/6100532,44.31681,-79.1996
